ProductId,To_be_produced_sq2,Etd,WeekId,Year
Product 866,660.0,2025-01-20,W47,2024
Product 872,1020.0,2024-12-10,W47,2024
Product 875,1020.0,,W47,2024
Product 2173,4779.0,2025-01-07,W47,2024
Product 2174,1620.0,2025-01-07,W47,2024
Product 969,4968.0,2024-12-10,W47,2024
Product 2003,1684.8,,W47,2024
Product 962,432.0,2024-12-21,W47,2024
Product 2057,1555.2,2025-01-09,W47,2024
Product 969,1987.2,2025-01-07,W47,2024
Product 969,993.6,2025-01-07,W47,2024
Product 2005,1684.8,2025-01-09,W47,2024
Product 2126,1641.6,2025-01-10,W47,2024
Product 2130,1684.8,2025-01-10,W47,2024
Product 1540,993.6,2024-12-10,W47,2024
Product 1946,1468.8,2024-12-10,W47,2024
Product 2125,1987.2,2025-01-16,W47,2024
Product 1506,993.6,2025-01-25,W47,2024
Product 1509,820.8,2025-01-26,W47,2024
Product 1542,302.4,,W47,2024
Product 1678,993.6,2025-01-26,W47,2024
Product 1699,993.6,2025-01-26,W47,2024
Product 904,1987.2,2025-01-20,W47,2024
Product 1320,1987.2,2025-01-20,W47,2024
Product 524,475.2,2025-01-20,W47,2024
Product 527,475.2,2025-01-20,W47,2024
Product 1347,1987.2,2025-01-20,W47,2024
Product 2027,993.6,2025-01-26,W47,2024
Product 2041,1468.8,2025-02-16,W47,2024
Product 2042,1468.8,2025-02-18,W47,2024
Product 2043,1468.8,2025-02-17,W47,2024
Product 2044,1468.8,2025-02-18,W47,2024
Product 2063,1468.8,2025-02-17,W47,2024
Product 2064,1468.8,2025-02-19,W47,2024
Product 2065,1468.8,2025-02-19,W47,2024
Product 2066,1468.8,2025-02-20,W47,2024
Product 2260,576.0,2025-01-07,W47,2024
Product 2264,1656.0,2025-01-07,W47,2024
Product 2307,1440.0,2025-01-07,W47,2024
Product 2313,1368.0,2025-01-07,W47,2024
Product 2316,504.0,2025-01-07,W47,2024
Product 1452,156.0,2025-01-07,W47,2024
Product 2059,1728.0,,W47,2024
Product 2060,1728.0,,W47,2024
Product 2061,1728.0,,W47,2024
Product 2062,1728.0,,W47,2024
Product 515,3024.0,2025-02-02,W47,2024
Product 516,1451.52,2025-01-29,W47,2024
Product 516,2580.48,,W47,2024
Product 518,1209.6,2025-02-05,W47,2024
Product 814,1270.08,2025-01-20,W47,2024
Product 1056,1260.0,2025-01-20,W47,2024
Product 2045,993.6,2025-01-20,W47,2024
Product 2046,993.6,2025-01-20,W47,2024
Product 2047,993.6,2025-01-20,W47,2024
Product 2048,993.6,2025-01-20,W47,2024
Product 2067,993.6,2025-01-20,W47,2024
Product 2068,993.6,2025-01-20,W47,2024
Product 2069,993.6,2025-01-20,W47,2024
Product 2070,993.6,2025-01-20,W47,2024
Product 132,3040.0,2024-12-24,W47,2024
Product 1104,17.576,2024-12-19,W47,2024
Product 1104,12.727,2025-02-24,W47,2024
Product 2364,1.89,2024-11-29,W47,2024
Product 1104,151.515,2025-02-24,W47,2024
Product 787,936.0,2025-01-27,W47,2024
Product 2407,234.0,2024-12-24,W47,2024
Product 1963,378.0,2025-01-06,W47,2024
Product 2386,546.0,2025-01-06,W47,2024
Product 1445,390.0,2025-01-27,W47,2024
Product 2184,624.0,2025-01-21,W47,2024
Product 2192,546.0,2025-01-27,W47,2024
Product 2199,390.0,2025-01-21,W47,2024
Product 2226,468.0,2025-01-21,W47,2024
Product 2226,78.0,2025-01-21,W47,2024
Product 2248,1170.0,2025-01-21,W47,2024
Product 762,546.0,2025-01-27,W47,2024
Product 772,2028.0,2025-01-27,W47,2024
Product 785,2028.0,2025-01-27,W47,2024
Product 789,1014.0,2025-01-27,W47,2024
Product 1751,997.92,2024-11-29,W47,2024
Product 1754,1663.2,2024-11-29,W47,2024
Product 1753,1330.56,2025-03-18,W47,2024
Product 1753,2708.64,2025-03-26,W47,2024
Product 2138,1710.72,2025-03-18,W47,2024
Product 2138,332.64,2025-03-28,W47,2024
Product 2139,1663.2,2025-03-28,W47,2024
Product 2140,997.92,2025-03-29,W47,2024
Product 2140,47.52,,W47,2024
Product 606,31.5,2025-01-25,W47,2024
Product 1946,3024.0,2024-12-17,W47,2024
Product 969,2203.2,2024-12-17,W47,2024
Product 1094,600.0,2025-01-07,W47,2024
Product 864,780.0,2025-01-12,W47,2024
Product 2322,648.0,2024-12-24,W47,2024
Product 2321,432.0,2024-12-24,W47,2024
Product 793,936.0,2025-02-03,W47,2024
Product 1463,234.0,2024-12-30,W47,2024
Product 1092,3067.2,2025-01-02,W47,2024
Product 1747,4466.88,2025-03-21,W47,2024
Product 1747,1568.16,2025-03-21,W47,2024
Product 1529,993.6,2025-01-13,W47,2024
Product 1529,43.2,,W47,2024
Product 1530,1036.8,2025-01-13,W47,2024
Product 1587,907.2,2025-01-19,W47,2024
Product 1557,2510.56,2024-12-28,W47,2024
Product 1725,367.2,2024-11-25,W47,2024
Product 1726,367.2,2024-11-25,W47,2024
Product 1727,151.2,2024-11-25,W47,2024
Product 1728,151.2,2024-11-25,W47,2024
Product 1729,367.2,2024-12-29,W47,2024
Product 125,4104.0,2024-11-25,W47,2024
Product 905,691.2,2025-04-01,W47,2024
Product 905,561.6,2025-04-01,W47,2024
Product 1230,1468.8,2025-02-05,W47,2024
Product 706,35.64,2024-12-10,W47,2024
Product 877,720.0,,W47,2024
Product 455,2021.76,,W47,2024
Product 378,1503.36,,W47,2024
Product 380,103.68,2025-01-14,W47,2024
Product 380,1192.32,,W47,2024
Product 454,1512.0,,W47,2024
Product 503,1512.0,,W47,2024
Product 905,43.2,2025-02-15,W47,2024
Product 1827,153.6,,W47,2024
Product 88,1503.36,,W47,2024
Product 91,518.4,2025-01-29,W47,2024
Product 78,69.12,2025-01-21,W47,2024
Product 78,5944.32,,W47,2024
Product 31,960.0,2025-01-28,W47,2024
Product 17,2016.0,2025-01-26,W47,2024
Product 18,960.0,2025-01-26,W47,2024
Product 22,960.0,2025-01-27,W47,2024
Product 23,2592.0,2025-01-27,W47,2024
Product 15,288.0,2025-02-04,W47,2024
Product 15,1824.0,2025-02-04,W47,2024
Product 15,960.0,2025-02-07,W47,2024
Product 152,2059.2,2025-01-28,W47,2024
Product 151,2059.2,2025-01-28,W47,2024
Product 355,777.6,2024-12-10,W47,2024
Product 332,1503.36,,W47,2024
Product 1336,1512.0,,W47,2024
Product 1819,512.0,,W47,2024
Product 1804,1024.0,,W47,2024
Product 1994,241.92,2025-01-28,W47,2024
Product 1994,771.84,,W47,2024
Product 1421,1036.8,,W47,2024
Product 1080,1036.8,2025-01-28,W47,2024
Product 1085,2030.4,2025-01-28,W47,2024
Product 1007,1512.0,2025-01-28,W47,2024
Product 1202,43.2,2025-03-10,W47,2024
Product 1202,993.6,,W47,2024
Product 1206,648.0,2025-02-05,W47,2024
Product 1213,43.2,2025-01-28,W47,2024
Product 1213,993.6,,W47,2024
Product 1012,3024.0,2025-01-28,W47,2024
Product 1013,3974.4,2025-01-28,W47,2024
Product 1014,2462.4,2025-01-28,W47,2024
Product 1072,1036.8,,W47,2024
Product 1073,820.8,,W47,2024
Product 1427,2030.4,2025-02-07,W47,2024
Product 914,1036.8,,W47,2024
Product 904,3672.0,2025-01-28,W47,2024
Product 905,4017.6,2025-02-15,W47,2024
Product 908,2289.6,2025-02-06,W47,2024
Product 1025,518.4,,W47,2024
Product 1028,2030.4,2025-01-28,W47,2024
Product 1284,1036.8,2025-02-05,W47,2024
Product 1289,1036.8,2025-01-28,W47,2024
Product 1500,302.4,2025-01-28,W47,2024
Product 1500,734.4,,W47,2024
Product 983,43.2,2025-01-28,W47,2024
Product 983,216.0,2025-01-28,W47,2024
Product 983,43.2,2025-02-05,W47,2024
Product 1306,43.2,2025-01-28,W47,2024
Product 1306,993.6,,W47,2024
Product 1326,302.4,,W47,2024
Product 1357,43.2,2025-01-28,W47,2024
Product 1357,993.6,,W47,2024
Product 1383,4017.6,2025-01-28,W47,2024
Product 1386,518.4,,W47,2024
Product 974,993.6,,W47,2024
Product 603,0.5,2025-01-25,W47,2024
Product 608,0.5,2025-01-21,W47,2024
Product 1270,0.42,2025-01-03,W47,2024
Product 1104,121.212,2025-02-24,W47,2024
Product 606,20.0,2025-01-25,W47,2024
Product 611,10.0,2025-01-21,W47,2024
Product 1268,5.04,2025-01-17,W47,2024
Product 1135,30.303,2025-01-17,W47,2024
Product 1135,121.212,2025-02-24,W47,2024
Product 603,150.0,2025-01-25,W47,2024
Product 604,60.0,2025-01-22,W47,2024
Product 605,10.0,2025-01-21,W47,2024
Product 608,30.0,2025-01-21,W47,2024
Product 613,20.0,2025-01-21,W47,2024
Product 893,119.994,2025-01-17,W47,2024
Product 1135,181.818,2025-02-24,W47,2024
Product 658,1.0,2025-02-05,W47,2024
Product 663,2.0,2025-02-07,W47,2024
Product 898,0.45,2025-02-04,W47,2024
Product 2364,2.52,2025-01-17,W47,2024
Product 1267,5.04,2025-01-03,W47,2024
Product 2258,648.0,,W47,2024
Product 784,858.0,2025-02-03,W47,2024
Product 772,936.0,2025-01-27,W47,2024
Product 787,1872.0,2025-01-27,W47,2024
Product 785,1560.0,2025-01-27,W47,2024
Product 2315,864.0,,W47,2024
Product 761,2028.0,2025-01-28,W47,2024
Product 789,936.0,2025-01-27,W47,2024
Product 2325,72.0,2025-01-14,W47,2024
Product 2325,5472.0,,W47,2024
Product 804,936.0,2025-02-03,W47,2024
Product 2321,288.0,,W47,2024
Product 1294,43.2,2024-12-10,W47,2024
Product 2162,729.0,,W47,2024
Product 745,660.0,,W47,2024
Product 741,720.0,,W47,2024
Product 833,600.0,,W47,2024
Product 866,840.0,,W47,2024
Product 1094,1800.0,,W47,2024
Product 2159,729.0,,W47,2024
Product 873,720.0,,W47,2024
Product 875,1020.0,,W47,2024
Product 2157,1053.0,,W47,2024
Product 855,600.0,2025-01-14,W47,2024
Product 855,180.0,,W47,2024
Product 506,1260.0,,W47,2024
Product 2173,162.0,2025-01-14,W47,2024
Product 2173,5913.0,,W47,2024
Product 729,720.0,,W47,2024
Product 863,720.0,,W47,2024
Product 519,1209.6,,W47,2024
Product 1549,2510.56,,W47,2024
Product 825,2540.16,,W47,2024
Product 1557,184.6,2025-01-14,W47,2024
Product 1557,2325.96,,W47,2024
Product 722,60.48,2025-02-02,W47,2024
Product 722,1330.56,,W47,2024
Product 819,181.44,2025-02-04,W47,2024
Product 819,1874.88,,W47,2024
Product 514,60.48,2025-02-01,W47,2024
Product 514,1330.56,,W47,2024
Product 515,181.44,2025-02-02,W47,2024
Product 515,2842.56,,W47,2024
Product 517,1391.04,,W47,2024
Product 516,2721.6,2024-11-29,W47,2024
Product 516,7318.08,,W47,2024
Product 1054,1320.0,,W47,2024
Product 2395,390.0,2025-01-28,W47,2024
Product 1476,390.0,2025-01-28,W47,2024
Product 2126,43.2,2025-01-28,W47,2024
Product 2126,1684.8,,W47,2024
Product 1057,1500.0,,W47,2024
Product 2171,432.0,2025-01-28,W47,2024
Product 2171,288.0,2025-01-28,W47,2024
Product 2171,648.0,,W47,2024
Product 1969,378.0,2025-01-28,W47,2024
Product 969,13003.2,2025-01-28,W47,2024
Product 2055,1036.8,,W47,2024
Product 782,936.0,2025-02-03,W47,2024
Product 795,702.0,2025-01-28,W47,2024
Product 2226,156.0,2025-01-28,W47,2024
Product 2226,390.0,,W47,2024
Product 774,780.0,2025-01-28,W47,2024
Product 774,156.0,2025-01-28,W47,2024
Product 2199,1014.0,,W47,2024
Product 2250,1560.0,2025-02-03,W47,2024
Product 2205,858.0,,W47,2024
Product 2181,78.0,2025-01-28,W47,2024
Product 2181,702.0,,W47,2024
Product 2207,702.0,,W47,2024
Product 2241,1638.0,,W47,2024
Product 2185,858.0,,W47,2024
Product 803,936.0,2025-02-03,W47,2024
Product 2177,1716.0,2025-01-28,W47,2024
Product 2177,156.0,2025-01-28,W47,2024
Product 2177,156.0,,W47,2024
Product 2225,234.0,2025-01-28,W47,2024
Product 2225,312.0,,W47,2024
Product 2248,4056.0,,W47,2024
Product 2196,546.0,2025-01-28,W47,2024
Product 770,546.0,2025-02-03,W47,2024
Product 798,312.0,2025-02-03,W47,2024
Product 1289,946.08,,W47,2024
Product 1287,482.4,,W47,2024
Product 1013,43.2,,W47,2024
Product 1807,293.76,,W47,2024
Product 1289,432.0,,W47,2024
Product 1766,556.56,,W47,2024
Product 347,35.28,,W47,2024
Product 347,302.4,,W47,2024
Product 1286,565.92,,W47,2024
Product 1560,2510.56,2024-09-24,W47,2024
Product 2302,1.0,2024-12-06,W47,2024
Product 747,1020.0,2024-12-10,W47,2024
Product 504,1020.0,2025-01-07,W47,2024
Product 507,1020.0,2025-01-07,W47,2024
Product 508,1020.0,2025-01-07,W47,2024
Product 748,1020.0,2025-01-07,W47,2024
Product 1553,2473.64,2024-12-10,W47,2024
Product 1932,576.0,,W48,2024
Product 1055,7860.0,2025-01-15,W48,2024
Product 1055,11100.0,2025-01-15,W48,2024
Product 1549,22.72,2024-12-10,W48,2024
Product 1863,64.8,,W48,2024
Product 2028,1080.0,2024-12-16,W48,2024
Product 2053,993.6,2025-03-25,W48,2024
Product 2054,1036.8,2025-01-19,W48,2024
Product 970,129.6,2024-12-09,W48,2024
Product 970,259.2,2024-12-09,W48,2024
Product 2020,1036.8,2025-01-29,W48,2024
Product 1857,1317.6,2025-01-17,W48,2024
Product 1933,65.92,,W48,2024
Product 1776,535.68,,W48,2024
Product 2107,1036.8,2025-01-15,W48,2024
Product 240,792.0,2025-02-15,W48,2024
Product 240,1056.0,2025-03-11,W48,2024
Product 91,622.08,2025-01-27,W48,2024
Product 2035,1641.6,2024-12-29,W48,2024
Product 2109,1036.8,2025-01-14,W48,2024
Product 828,952.0,2024-12-24,W48,2024
Product 828,56.0,,W48,2024
Product 2323,1368.0,2024-12-18,W48,2024
Product 1620,1036.8,2025-01-20,W48,2024
Product 1082,1296.0,2025-01-11,W48,2024
Product 1002,777.6,2025-01-17,W48,2024
Product 318,518.4,2025-01-27,W48,2024
Product 1004,1036.8,2025-01-24,W48,2024
Product 1356,864.0,2024-12-06,W48,2024
Product 975,518.4,2024-12-17,W48,2024
Product 2012,518.4,2024-12-13,W48,2024
Product 2016,1036.8,2024-12-13,W48,2024
Product 2096,1036.8,2025-01-18,W48,2024
Product 1663,7.2,2024-12-06,W48,2024
Product 2017,561.6,2024-12-12,W48,2024
Product 1841,410.4,,W48,2024
Product 1772,587.52,,W48,2024
Product 1774,17.28,2024-12-03,W48,2024
Product 1774,345.6,,W48,2024
Product 2177,1872.0,2024-12-02,W48,2024
Product 2128,1425.6,2024-12-21,W48,2024
Product 717,1391.04,2024-12-08,W48,2024
Product 2256,360.0,2025-01-07,W48,2024
Product 1094,240.0,2024-12-26,W48,2024
Product 1095,60.0,2024-12-28,W48,2024
Product 814,1039.5,2024-12-14,W48,2024
Product 2,300.0,2024-12-10,W48,2024
Product 1385,1036.8,2025-01-19,W48,2024
Product 925,907.2,2024-12-14,W48,2024
Product 1741,1474.56,2024-12-28,W48,2024
Product 517,1149.12,2024-12-17,W48,2024
Product 831,1008.0,2024-12-25,W48,2024
Product 960,950.4,2024-12-24,W48,2024
Product 1343,993.6,2024-12-31,W48,2024
Product 1846,453.6,2024-12-02,W48,2024
Product 1846,172.8,,W48,2024
Product 1935,129.6,2024-12-02,W48,2024
Product 1912,2494.08,2025-01-25,W48,2024
Product 1913,2503.68,2025-01-26,W48,2024
Product 1914,2483.84,2025-01-27,W48,2024
Product 1916,2483.2,2025-01-27,W48,2024
Product 1852,64.8,2024-12-02,W48,2024
Product 1852,561.6,2024-12-02,W48,2024
Product 1066,1468.8,2024-12-07,W48,2024
Product 1067,1468.8,2024-12-06,W48,2024
Product 1709,1290.24,2025-01-06,W48,2024
Product 1709,46.08,,W48,2024
Product 1710,1336.32,2025-01-06,W48,2024
Product 1710,46.08,,W48,2024
Product 1714,1336.32,2025-01-06,W48,2024
Product 1714,46.08,,W48,2024
Product 1717,1098.36,2025-01-06,W48,2024
Product 1718,1235.52,2025-01-06,W48,2024
Product 1720,285.12,2025-01-06,W48,2024
Product 1722,1235.52,2025-01-06,W48,2024
Product 1387,1944.0,2025-02-21,W48,2024
Product 1387,43.2,,W48,2024
Product 1389,1987.2,2024-12-06,W48,2024
Product 1391,1987.2,2024-12-08,W48,2024
Product 1339,777.6,2025-02-07,W48,2024
Product 1247,329.02,2025-01-06,W48,2024
Product 1248,329.02,2025-01-06,W48,2024
Product 2326,60.179,,W48,2024
Product 511,25.6,,W48,2024
Product 1697,345.6,2024-12-03,W48,2024
Product 1697,604.8,2024-12-03,W48,2024
Product 2107,1036.8,2025-01-15,W48,2024
Product 1609,1036.8,2025-01-29,W48,2024
Product 1412,2030.4,2024-12-09,W48,2024
Product 2152,160.0,2024-08-02,W48,2024
Product 2152,114.0,2024-08-02,W48,2024
Product 1553,184.6,2024-12-02,W48,2024
Product 2174,81.0,2024-08-01,W48,2024
Product 515,3357.9,2024-12-18,W48,2024
Product 825,544.32,2025-02-16,W48,2024
Product 960,1209.6,2024-12-24,W48,2024
Product 767,546.0,2024-12-02,W48,2024
Product 1695,1512.0,2025-01-02,W48,2024
Product 1719,712.8,2025-01-06,W48,2024
Product 1388,1987.2,2024-12-02,W48,2024
Product 941,1987.2,2024-12-02,W48,2024
Product 942,820.8,2024-12-02,W48,2024
Product 944,172.8,,W48,2024
Product 945,1512.0,2024-12-02,W48,2024
Product 1481,274.0,2025-01-06,W48,2024
Product 1487,260.0,2025-01-06,W48,2024
Product 1489,318.0,2025-01-06,W48,2024
Product 1483,352.0,2025-01-06,W48,2024
Product 1485,243.0,2025-01-06,W48,2024
Product 1491,352.0,2025-01-06,W48,2024
Product 1373,2030.4,2024-12-02,W48,2024
Product 1374,2030.4,2024-12-02,W48,2024
Product 1375,2030.4,2024-12-02,W48,2024
Product 1376,2030.4,2024-12-02,W48,2024
Product 1711,783.36,2025-01-06,W48,2024
Product 1711,46.08,,W48,2024
Product 1712,322.56,2025-01-06,W48,2024
Product 1915,2486.4,2025-01-28,W48,2024
Product 1175,1555.2,,W48,2024
Product 2183,78.0,2024-12-02,W48,2024
Product 2280,234.0,2024-12-02,W48,2024
Product 811,234.0,2024-12-02,W48,2024
Product 1462,78.0,2024-12-30,W48,2024
Product 1464,78.0,2024-12-30,W48,2024
Product 2286,234.0,2024-12-02,W48,2024
Product 2379,78.0,2024-12-02,W48,2024
Product 2398,78.0,2024-12-16,W48,2024
Product 2400,78.0,2024-12-16,W48,2024
Product 2403,78.0,2024-12-16,W48,2024
Product 2410,78.0,2024-12-16,W48,2024
Product 2419,78.0,2024-12-16,W48,2024
Product 786,390.0,2024-12-02,W48,2024
Product 1442,79.0,2024-12-09,W48,2024
Product 1452,234.0,2024-12-30,W48,2024
Product 2235,78.0,2024-12-02,W48,2024
Product 2270,234.0,2024-12-02,W48,2024
Product 2272,234.0,2024-12-02,W48,2024
Product 2282,234.0,2024-12-02,W48,2024
Product 2284,234.0,2024-12-02,W48,2024
Product 2408,78.0,2024-12-16,W48,2024
Product 2413,78.0,2024-12-16,W48,2024
Product 1638,2030.6,2024-12-03,W48,2024
Product 1642,2030.6,2024-12-03,W48,2024
Product 1208,1036.8,2024-12-06,W48,2024
Product 1781,2048.0,2024-12-15,W48,2024
Product 1202,1036.8,2025-01-23,W48,2024
Product 1428,1036.8,2025-01-12,W48,2024
Product 1325,518.4,2024-12-06,W48,2024
Product 382,1503.36,2025-01-02,W48,2024
Product 498,241.92,2024-12-02,W48,2024
Product 1,200.0,2024-12-09,W48,2024
Product 4,400.0,2024-12-08,W48,2024
Product 433,1656.0,2024-12-30,W48,2024
Product 253,1607.04,2024-12-14,W48,2024
Product 281,3144.96,2024-12-10,W48,2024
Product 2326,16.716,,W48,2024
Product 661,0.2,2024-12-15,W48,2024
Product 2099,129.6,,W48,2024
Product 2215,312.0,2025-01-06,W48,2024
Product 2177,4056.0,2024-12-02,W48,2024
Product 787,390.0,2024-12-02,W48,2024
Product 2182,468.0,2024-12-02,W48,2024
Product 2185,234.0,2024-12-02,W48,2024
Product 2190,390.0,2024-12-02,W48,2024
Product 1251,720.0,,W48,2024
Product 515,1391.04,2024-12-18,W48,2024
Product 715,1028.16,2024-12-25,W48,2024
Product 2417,431.0,2024-12-09,W48,2024
Product 814,280.98,2024-12-14,W48,2024
Product 2203,546.0,2024-12-02,W48,2024
Product 555,87.04,2024-12-02,W48,2024
Product 557,113.92,2024-12-02,W48,2024
Product 561,107.52,2024-12-02,W48,2024
Product 561,53.76,2024-12-02,W48,2024
Product 561,107.52,,W48,2024
Product 558,107.52,,W48,2024
Product 538,20.0,2025-01-20,W48,2024
Product 539,20.0,2025-01-20,W48,2024
Product 540,20.0,2025-01-20,W48,2024
Product 541,20.0,2025-01-20,W48,2024
Product 542,20.0,2025-01-27,W48,2024
Product 543,20.0,2025-01-27,W48,2024
Product 1300,1512.0,2024-12-07,W48,2024
Product 2325,72.0,2024-12-02,W48,2024
Product 1208,43.2,2024-12-06,W48,2024
Product 1901,1024.0,2024-12-15,W48,2024
Product 1822,512.0,2024-12-17,W48,2024
Product 1786,1024.0,2024-12-16,W48,2024
Product 1879,604.8,2025-01-06,W48,2024
Product 1029,518.4,2025-01-25,W48,2024
Product 1287,648.0,2024-12-30,W48,2024
Product 1352,1036.8,2025-01-10,W48,2024
Product 529,1036.8,2025-01-13,W48,2024
Product 985,1036.8,2024-12-14,W48,2024
Product 989,1036.8,2025-01-11,W48,2024
Product 71,967.68,2025-01-07,W48,2024
Product 303,518.4,2025-01-01,W48,2024
Product 2133,1658.88,2024-12-29,W48,2024
Product 2058,1512.0,2024-12-30,W48,2024
Product 2034,1252.8,,W48,2024
Product 2023,1036.8,2025-01-28,W48,2024
Product 1094,351.75,2024-12-26,W48,2024
Product 2323,504.0,2024-12-18,W48,2024
Product 783,468.0,2024-12-02,W48,2024
Product 760,384.0,2025-01-14,W48,2024
Product 865,1740.0,2025-01-28,W48,2024
Product 721,1330.56,2025-01-03,W48,2024
Product 1094,600.0,2024-12-26,W48,2024
Product 761,312.0,2024-12-02,W48,2024
Product 765,1638.0,2024-12-02,W48,2024
Product 782,936.0,2024-12-02,W48,2024
Product 806,234.0,2024-12-02,W48,2024
Product 2189,390.0,2024-12-02,W48,2024
Product 1599,1036.8,2024-12-23,W48,2024
Product 13,100.0,2024-10-15,W48,2024
Product 2304,6.03,2024-12-26,W48,2024
Product 2293,2.07,2024-12-25,W48,2024
Product 2304,3.87,2024-12-26,W48,2024
Product 676,0.288,,W48,2024
Product 682,0.36,2024-12-17,W48,2024
Product 688,8.856,2024-12-26,W48,2024
Product 710,2160.0,2024-12-12,W48,2024
Product 2130,1036.8,2024-12-21,W48,2024
Product 2017,388.8,2024-12-12,W48,2024
Product 1165,518.4,2025-01-12,W48,2024
Product 1890,345.6,2024-12-06,W48,2024
Product 212,20.52,2024-12-31,W48,2024
Product 1791,1024.0,2024-12-16,W48,2024
Product 1208,1036.8,2024-12-06,W48,2024
Product 2093,388.8,,W48,2024
Product 515,2016.0,2024-12-18,W48,2024
Product 507,300.0,2025-01-10,W48,2024
Product 868,720.0,2024-12-07,W48,2024
Product 819,1391.04,2024-12-25,W48,2024
Product 820,967.68,2024-12-12,W48,2024
Product 820,60.48,,W48,2024
Product 278,2782.08,2024-12-06,W48,2024
Product 1823,1024.0,2024-12-20,W48,2024
Product 840,86.4,,W48,2024
Product 2264,216.0,2025-01-07,W48,2024
Product 2325,72.0,2024-12-02,W48,2024
Product 2325,216.0,2025-01-25,W48,2024
Product 2308,72.0,2024-12-18,W48,2024
Product 1607,1036.8,2025-01-15,W48,2024
Product 761,936.0,2024-12-02,W48,2024
Product 2179,858.0,2024-12-23,W48,2024
Product 2275,312.0,2024-12-30,W48,2024
Product 1683,2030.6,2024-12-03,W48,2024
Product 1684,2030.6,2024-12-04,W48,2024
Product 1685,2030.6,2024-12-04,W48,2024
Product 1686,2030.6,2024-12-05,W48,2024
Product 1690,2030.6,2024-12-05,W48,2024
Product 1691,2030.6,2024-12-05,W48,2024
Product 1692,2030.6,2024-12-06,W48,2024
Product 1693,2030.6,2024-12-06,W48,2024
Product 2304,6.03,2024-12-26,W48,2024
Product 2293,2.07,2024-12-25,W48,2024
Product 1897,1024.0,2024-12-14,W48,2024
Product 1135,424.242,2025-01-06,W48,2024
Product 648,1.0,2024-12-18,W48,2024
Product 1117,30.303,2025-01-27,W48,2024
Product 1133,60.606,2025-01-06,W48,2024
Product 661,0.28,2024-12-15,W48,2024
Product 1116,30.303,2025-01-27,W48,2024
Product 1119,30.303,2025-01-06,W48,2024
Product 1135,60.606,2025-01-06,W48,2024
Product 648,0.4,2024-12-18,W48,2024
Product 661,1.0,2024-12-15,W48,2024
Product 2292,4.0,,W48,2024
Product 1799,51.2,2024-12-09,W48,2024
Product 841,1009.8,2024-12-06,W48,2024
Product 982,86.4,2025-01-04,W48,2024
Product 928,1209.6,2025-01-21,W48,2024
Product 1502,691.2,2025-02-10,W48,2024
Product 972,1036.8,,W48,2024
Product 982,940.32,2025-01-04,W48,2024
Product 983,259.2,2025-02-19,W48,2024
Product 1322,1036.8,2025-01-13,W48,2024
Product 1349,1036.8,2025-01-10,W48,2024
Product 976,1036.8,2025-02-04,W48,2024
Product 1893,950.4,2025-01-01,W48,2024
Product 1028,820.8,2025-01-26,W48,2024
Product 972,2030.4,,W48,2024
Product 1239,518.4,,W48,2024
Product 2094,432.0,,W48,2024
Product 422,1440.0,2024-12-20,W48,2024
Product 436,673.92,2024-12-28,W48,2024
Product 436,829.44,2024-12-29,W48,2024
Product 14,3000.0,2024-12-13,W48,2024
Product 9,1000.0,2024-12-15,W48,2024
Product 10,900.0,2024-12-15,W48,2024
Product 1,1200.0,2024-12-09,W48,2024
Product 2,1500.0,2024-12-10,W48,2024
Product 16,768.0,2024-12-12,W48,2024
Product 15,1728.0,2024-12-05,W48,2024
Product 78,138.24,2024-12-02,W48,2024
Product 279,1391.04,2024-12-02,W48,2024
Product 279,120.96,2024-12-06,W48,2024
Product 281,4536.0,2024-12-10,W48,2024
Product 297,777.6,2025-01-02,W48,2024
Product 251,518.4,2024-12-29,W48,2024
Product 224,1503.36,2024-12-28,W48,2024
Product 2139,47.52,2024-12-02,W48,2024
Product 2139,950.4,2025-03-28,W48,2024
Product 2111,997.92,2024-12-05,W48,2024
Product 2111,3041.28,,W48,2024
Product 2133,3041.28,2024-12-29,W48,2024
Product 2127,734.4,2024-12-06,W48,2024
Product 2034,1728.0,,W48,2024
Product 1964,378.0,2024-12-02,W48,2024
Product 761,2262.0,2024-12-02,W48,2024
Product 998,1036.8,2025-01-09,W48,2024
Product 2177,858.0,2024-12-30,W48,2024
Product 505,780.0,2024-12-06,W48,2024
Product 515,3024.0,2024-12-18,W48,2024
Product 1095,600.0,2024-12-28,W48,2024
Product 750,720.0,2025-01-27,W48,2024
Product 757,780.0,2024-12-06,W48,2024
Product 868,960.0,2024-12-07,W48,2024
Product 871,300.0,,W48,2024
Product 874,1020.0,,W48,2024
Product 1250,660.0,2025-01-27,W48,2024
Product 817,1391.04,2025-02-16,W48,2024
Product 825,846.72,2025-02-16,W48,2024
Product 825,544.32,,W48,2024
Product 959,1728.0,,W48,2024
Product 961,1468.8,2024-12-25,W48,2024
Product 2264,1008.0,2025-01-07,W48,2024
Product 2308,576.0,2024-12-18,W48,2024
Product 2324,1368.0,2024-12-22,W48,2024
Product 2172,72.0,2024-12-02,W48,2024
Product 2172,144.0,2024-12-02,W48,2024
Product 2172,144.0,,W48,2024
Product 803,78.0,2024-12-02,W48,2024
Product 2177,156.0,2024-12-02,W48,2024
Product 2177,1872.0,2024-12-30,W48,2024
Product 2225,2028.0,2024-12-23,W48,2024
Product 777,702.0,2025-01-27,W48,2024
