ProductId,ATP_stock,WeekId,Year
Product 699,2.428,W47,2024
Product 700,0.366,W47,2024
Product 701,0.0,W47,2024
Product 702,0.0,W47,2024
Product 703,0.0,W47,2024
Product 704,0.544,W47,2024
Product 705,0.436,W47,2024
Product 706,9.9,W47,2024
Product 707,-1.979999999999997,W47,2024
Product 708,-387.72,W47,2024
Product 709,397.98,W47,2024
Product 710,-501.1199999999999,W47,2024
Product 711,1215.54,W47,2024
Product 712,8560.62,W47,2024
Product 713,1071.9,W47,2024
Product 714,-160.0,W47,2024
Product 715,-60.57,W47,2024
Product 716,0.0,W47,2024
Product 717,45.091,W47,2024
Product 718,-1343.16,W47,2024
Product 719,1451.727,W47,2024
Product 720,809.909,W47,2024
Product 721,17.73,W47,2024
Product 722,143.545,W47,2024
Product 723,776.75,W47,2024
Product 724,187.727,W47,2024
Product 725,0.0,W47,2024
Product 726,446.841,W47,2024
Product 727,644.045,W47,2024
Product 728,593.909,W47,2024
Product 729,74.023,W47,2024
Product 730,725.477,W47,2024
Product 731,1423.023,W47,2024
Product 732,625.455,W47,2024
Product 733,959.886,W47,2024
Product 734,0.0,W47,2024
Product 735,473.227,W47,2024
Product 736,348.75,W47,2024
Product 737,600.75,W47,2024
Product 738,950.932,W47,2024
Product 739,773.864,W47,2024
Product 740,866.932,W47,2024
Product 741,67.96000000000001,W47,2024
Product 742,1899.88,W47,2024
Product 743,0.0,W47,2024
Product 744,302.0,W47,2024
Product 745,74.76,W47,2024
Product 746,538.2,W47,2024
Product 747,425.4,W47,2024
Product 748,1401.72,W47,2024
Product 749,967.4,W47,2024
Product 750,168.68,W47,2024
Product 751,-606.0,W47,2024
Product 752,0.0,W47,2024
Product 753,355.0,W47,2024
Product 754,375.16,W47,2024
Product 755,530.32,W47,2024
Product 756,245.72,W47,2024
Product 757,240.84,W47,2024
Product 758,829.8,W47,2024
Product 759,523.04,W47,2024
Product 760,1720.4,W47,2024
Product 761,85.18099999999998,W47,2024
Product 762,42.818,W47,2024
Product 763,962.364,W47,2024
Product 764,0.0,W47,2024
Product 765,23.818,W47,2024
Product 766,0.0,W47,2024
Product 767,790.455,W47,2024
Product 768,390.0,W47,2024
Product 769,959.364,W47,2024
Product 770,229.727,W47,2024
Product 771,390.0,W47,2024
Product 772,-656.182,W47,2024
Product 773,0.909,W47,2024
Product 774,601.182,W47,2024
Product 775,390.0,W47,2024
Product 776,556.0,W47,2024
Product 777,73.545,W47,2024
Product 778,389.818,W47,2024
Product 779,57.455,W47,2024
Product 780,390.0,W47,2024
Product 781,1433.909,W47,2024
Product 782,-81.0,W47,2024
Product 783,1.727,W47,2024
Product 784,-386.0,W47,2024
Product 785,301.818,W47,2024
Product 786,0.0,W47,2024
Product 787,-1317.819,W47,2024
Product 788,78.0,W47,2024
Product 789,19.636,W47,2024
Product 790,-135.0,W47,2024
Product 791,557.818,W47,2024
Product 792,284.636,W47,2024
Product 793,-468.0,W47,2024
Product 794,401.818,W47,2024
Product 795,-110.0,W47,2024
Product 796,327.364,W47,2024
Product 797,1940.364,W47,2024
Product 798,362.182,W47,2024
Product 799,733.545,W47,2024
Product 800,0.0,W47,2024
Product 801,495.273,W47,2024
Product 802,0.0,W47,2024
Product 803,1000.273,W47,2024
Product 804,143.818,W47,2024
Product 805,3827.818,W47,2024
Product 806,-591.0,W47,2024
Product 807,389.0,W47,2024
Product 808,233.727,W47,2024
Product 809,390.0,W47,2024
Product 810,515.636,W47,2024
Product 811,0.0,W47,2024
Product 812,401.455,W47,2024
Product 813,390.0,W47,2024
Product 814,-348.21,W47,2024
Product 815,1067.364,W47,2024
Product 816,0.0,W47,2024
Product 817,-229.32,W47,2024
Product 818,-1.26,W47,2024
Product 819,-858.06,W47,2024
Product 820,-17.3,W47,2024
Product 821,775.727,W47,2024
Product 822,254.545,W47,2024
Product 823,0.0,W47,2024
Product 824,1908.545,W47,2024
Product 825,-1037.92,W47,2024
Product 826,1038.273,W47,2024
Product 827,1107.545,W47,2024
Product 828,50.364,W47,2024
Product 829,0.0,W47,2024
Product 830,542.364,W47,2024
Product 831,-313.0,W47,2024
Product 832,445.455,W47,2024
Product 833,151.818,W47,2024
Product 834,3616.636,W47,2024
Product 835,0.0,W47,2024
Product 836,2377.136,W47,2024
Product 837,3617.159,W47,2024
Product 838,2976.091,W47,2024
Product 839,547.56,W47,2024
Product 840,222.48,W47,2024
Product 841,646.74,W47,2024
Product 842,-38.7,W47,2024
Product 843,918.36,W47,2024
Product 844,0.0,W47,2024
Product 845,24.3,W47,2024
Product 846,-630.72,W47,2024
Product 847,-106.74,W47,2024
Product 848,152.091,W47,2024
Product 849,103.182,W47,2024
Product 850,0.0,W47,2024
Product 851,831.682,W47,2024
Product 852,826.386,W47,2024
Product 853,486.705,W47,2024
Product 854,255.091,W47,2024
Product 855,476.5,W47,2024
Product 856,1052.114,W47,2024
Product 857,1053.182,W47,2024
Product 858,-1.44,W47,2024
Product 859,1223.727,W47,2024
Product 860,120.636,W47,2024
Product 861,526.56,W47,2024
Product 862,370.6,W47,2024
Product 863,206.0,W47,2024
Product 864,-292.12,W47,2024
Product 865,-548.4399999999999,W47,2024
Product 866,-691.2,W47,2024
Product 867,-366.0,W47,2024
Product 868,2514.52,W47,2024
Product 869,0.0,W47,2024
Product 870,817.44,W47,2024
Product 871,-212.76,W47,2024
Product 872,698.84,W47,2024
Product 873,128.84,W47,2024
Product 874,-330.0,W47,2024
Product 875,465.88,W47,2024
Product 876,-30.0,W47,2024
Product 877,-238.92,W47,2024
Product 878,0.0,W47,2024
Product 879,146.04,W47,2024
Product 880,524.92,W47,2024
Product 881,441.6,W47,2024
Product 882,0.0,W47,2024
Product 883,0.0,W47,2024
Product 884,0.0,W47,2024
Product 885,0.0,W47,2024
Product 886,0.0,W47,2024
Product 887,0.0,W47,2024
Product 888,0.0,W47,2024
Product 889,9.99,W47,2024
Product 890,73.95,W47,2024
Product 891,0.0,W47,2024
Product 892,41.685,W47,2024
Product 893,22.155,W47,2024
Product 894,55.47,W47,2024
Product 895,92.417,W47,2024
Product 896,35.306,W47,2024
Product 897,565.009,W47,2024
Product 898,0.041,W47,2024
Product 899,1.278,W47,2024
Product 900,1.085,W47,2024
Product 901,0.531,W47,2024
Product 902,2.052,W47,2024
Product 903,0.77,W47,2024
Product 904,1400.04,W47,2024
Product 905,-2347.56,W47,2024
Product 906,5917.68,W47,2024
Product 907,9086.76,W47,2024
Product 908,6363.0,W47,2024
Product 909,238.68,W47,2024
Product 910,3997.44,W47,2024
Product 911,921.96,W47,2024
Product 912,4242.24,W47,2024
Product 913,3945.96,W47,2024
Product 914,2308.32,W47,2024
Product 915,1348.56,W47,2024
Product 916,863.28,W47,2024
Product 917,626.4,W47,2024
Product 918,910.8,W47,2024
Product 919,1023.48,W47,2024
Product 920,1133.64,W47,2024
Product 921,1242.72,W47,2024
Product 922,2263.32,W47,2024
Product 923,2797.92,W47,2024
Product 924,4043.16,W47,2024
Product 925,942.12,W47,2024
Product 926,2500.56,W47,2024
Product 927,1573.2,W47,2024
Product 928,62.28,W47,2024
Product 929,1161.36,W47,2024
Product 930,541.08,W47,2024
Product 931,749.16,W47,2024
Product 932,141.12,W47,2024
Product 933,0.0,W47,2024
Product 934,0.0,W47,2024
Product 935,0.0,W47,2024
Product 936,0.0,W47,2024
Product 937,0.0,W47,2024
Product 938,0.0,W47,2024
Product 939,0.0,W47,2024
Product 940,0.0,W47,2024
Product 941,0.0,W47,2024
Product 942,0.0,W47,2024
Product 943,0.0,W47,2024
Product 944,0.0,W47,2024
Product 945,0.0,W47,2024
Product 946,0.0,W47,2024
Product 947,0.0,W47,2024
Product 948,129.6,W47,2024
Product 949,6.48,W47,2024
Product 950,234.0,W47,2024
Product 951,446.76,W47,2024
Product 952,2.16,W47,2024
Product 953,138.78,W47,2024
Product 954,18.72,W47,2024
Product 955,0.0,W47,2024
Product 956,0.0,W47,2024
Product 957,0.0,W47,2024
Product 958,0.0,W47,2024
Product 959,3273.48,W47,2024
Product 960,10489.14,W47,2024
Product 961,5519.34,W47,2024
Product 962,4406.76,W47,2024
Product 963,918.72,W47,2024
Product 964,709.92,W47,2024
Product 965,0.0,W47,2024
Product 966,-86.4,W47,2024
Product 967,-112.32,W47,2024
Product 968,97.74,W47,2024
Product 969,-7753.32,W47,2024
Product 970,0.0,W47,2024
Product 971,6858.36,W47,2024
Product 972,1679.04,W47,2024
Product 973,5829.48,W47,2024
Product 974,-216.36,W47,2024
Product 975,-120.96,W47,2024
Product 976,335.88,W47,2024
Product 977,7.56,W47,2024
Product 978,72.36,W47,2024
Product 979,12.96,W47,2024
Product 980,-14.4,W47,2024
Product 981,1428.84,W47,2024
Product 982,135.72,W47,2024
Product 983,59.4,W47,2024
Product 984,239.4,W47,2024
Product 985,0.0,W47,2024
Product 986,15.48,W47,2024
Product 987,779.04,W47,2024
Product 988,599.76,W47,2024
Product 989,302.04,W47,2024
Product 990,1126.8,W47,2024
Product 991,0.0,W47,2024
Product 992,526.32,W47,2024
Product 993,1633.86,W47,2024
Product 994,2349.0,W47,2024
Product 995,25.2,W47,2024
Product 996,2365.38,W47,2024
Product 997,917.46,W47,2024
Product 998,0.0,W47,2024
Product 999,0.0,W47,2024
Product 1000,296.64,W47,2024
Product 1001,0.0,W47,2024
Product 1002,166.32,W47,2024
Product 1003,0.0,W47,2024
Product 1004,5.04,W47,2024
Product 1005,6208.56,W47,2024
Product 1006,3269.52,W47,2024
Product 1007,2057.04,W47,2024
Product 1008,2799.36,W47,2024
Product 1009,2557.62,W47,2024
Product 1010,2482.74,W47,2024
Product 1011,2393.46,W47,2024
Product 1012,3966.66,W47,2024
Product 1013,11684.16,W47,2024
Product 1014,8449.92,W47,2024
Product 1015,9393.48,W47,2024
Product 1016,7371.36,W47,2024
Product 1017,1070.82,W47,2024
Product 1018,0.0,W47,2024
Product 1019,0.0,W47,2024
Product 1020,0.0,W47,2024
Product 1021,0.0,W47,2024
Product 1022,0.0,W47,2024
Product 1023,0.0,W47,2024
Product 1024,0.0,W47,2024
Product 1025,2702.88,W47,2024
Product 1026,4526.64,W47,2024
Product 1027,5113.44,W47,2024
Product 1028,2375.28,W47,2024
Product 1029,41.4,W47,2024
Product 1030,4353.12,W47,2024
Product 1031,-719.6400000000001,W47,2024
Product 1032,354.96,W47,2024
Product 1033,-1481.76,W47,2024
Product 1034,294.48,W47,2024
Product 1035,1175.76,W47,2024
Product 1036,735.12,W47,2024
Product 1037,906.48,W47,2024
Product 1038,0.0,W47,2024
Product 1039,0.0,W47,2024
Product 1040,0.0,W47,2024
Product 1041,0.0,W47,2024
Product 1042,0.0,W47,2024
Product 1043,0.0,W47,2024
Product 1044,0.0,W47,2024
Product 1045,0.0,W47,2024
Product 1046,0.0,W47,2024
Product 1047,0.0,W47,2024
Product 1048,0.0,W47,2024
Product 1049,0.0,W47,2024
Product 1050,0.0,W47,2024
Product 1051,0.0,W47,2024
Product 1052,0.0,W47,2024
Product 1053,0.0,W47,2024
Product 1054,42.726,W47,2024
Product 1055,738.819,W47,2024
Product 1056,2050.364,W47,2024
Product 1057,44.54500000000002,W47,2024
Product 1058,291.636,W47,2024
Product 1059,1409.727,W47,2024
Product 1060,0.0,W47,2024
Product 1061,0.0,W47,2024
Product 1062,0.0,W47,2024
Product 1063,0.0,W47,2024
Product 1064,0.0,W47,2024
Product 1065,0.0,W47,2024
Product 1066,0.0,W47,2024
Product 1067,0.0,W47,2024
Product 1068,0.0,W47,2024
Product 1069,2426.4,W47,2024
Product 1070,2933.28,W47,2024
Product 1071,2102.58,W47,2024
Product 1072,956.34,W47,2024
Product 1073,0.0,W47,2024
Product 1074,6684.66,W47,2024
Product 1075,777.6,W47,2024
Product 1076,7304.04,W47,2024
Product 1077,1425.24,W47,2024
Product 1078,66.96,W47,2024
Product 1079,57.96,W47,2024
Product 1080,-882.36,W47,2024
Product 1081,19.44,W47,2024
Product 1082,495.0,W47,2024
Product 1083,2369.88,W47,2024
Product 1084,1106.82,W47,2024
Product 1085,663.12,W47,2024
Product 1086,-734.4,W47,2024
Product 1087,5271.3,W47,2024
Product 1088,3789.72,W47,2024
Product 1089,0.0,W47,2024
Product 1090,0.0,W47,2024
Product 1091,0.0,W47,2024
Product 1092,0.0,W47,2024
Product 1093,300.42,W47,2024
Product 1094,-151.5,W47,2024
Product 1095,76.341,W47,2024
Product 1096,0.0,W47,2024
Product 1097,1069.045,W47,2024
Product 1098,1921.841,W47,2024
Product 1099,1531.023,W47,2024
Product 1100,674.227,W47,2024
Product 1101,32.85,W47,2024
Product 1102,51.45,W47,2024
Product 1103,71.43,W47,2024
Product 1104,-150.0,W47,2024
Product 1105,56.91,W47,2024
Product 1106,19.47,W47,2024
Product 1107,30.18,W47,2024
Product 1108,70.8,W47,2024
Product 1109,32.85,W47,2024
Product 1110,34.8,W47,2024
Product 1111,32.37,W47,2024
Product 1112,36.0,W47,2024
Product 1113,31.71,W47,2024
Product 1114,53.31,W47,2024
Product 1115,39.66,W47,2024
Product 1116,-39.0,W47,2024
Product 1117,0.0,W47,2024
Product 1118,37.08,W47,2024
Product 1119,-4.242,W47,2024
Product 1120,197.273,W47,2024
Product 1121,186.364,W47,2024
Product 1122,72.515,W47,2024
Product 1123,120.0,W47,2024
Product 1124,74.242,W47,2024
Product 1125,136.03,W47,2024
Product 1126,76.909,W47,2024
Product 1127,207.636,W47,2024
Product 1128,69.667,W47,2024
Product 1129,94.515,W47,2024
Product 1130,15.364,W47,2024
Product 1131,83.0,W47,2024
Product 1132,208.061,W47,2024
Product 1133,73.606,W47,2024
Product 1134,36.152,W47,2024
Product 1135,0.0,W47,2024
Product 1136,113.758,W47,2024
Product 1137,0.0,W47,2024
Product 1138,0.0,W47,2024
Product 1139,0.0,W47,2024
Product 1140,0.0,W47,2024
Product 1141,0.0,W47,2024
Product 1142,0.0,W47,2024
Product 1143,0.0,W47,2024
Product 1144,181.52,W47,2024
Product 1145,207.06,W47,2024
Product 1146,0.0,W47,2024
Product 1147,109.56,W47,2024
Product 1148,131.98,W47,2024
Product 1149,68.16,W47,2024
Product 1150,89.06,W47,2024
Product 1151,55.66,W47,2024
Product 1152,1811.34,W47,2024
Product 1153,172.08,W47,2024
Product 1154,251.28,W47,2024
Product 1155,153.18,W47,2024
Product 1156,2021.58,W47,2024
Product 1157,516.6,W47,2024
Product 1158,1531.08,W47,2024
Product 1159,950.22,W47,2024
Product 1160,909.54,W47,2024
Product 1161,900.54,W47,2024
Product 1162,731.16,W47,2024
Product 1163,1036.62,W47,2024
Product 1164,1036.26,W47,2024
Product 1165,89.46,W47,2024
Product 1166,433.62,W47,2024
Product 1167,50.94,W47,2024
Product 1168,756.9,W47,2024
Product 1169,232.2,W47,2024
Product 1170,0.0,W47,2024
Product 1171,0.0,W47,2024
Product 1172,0.0,W47,2024
Product 1173,0.0,W47,2024
Product 1174,0.0,W47,2024
Product 1175,0.0,W47,2024
Product 1176,0.0,W47,2024
Product 1177,0.0,W47,2024
Product 1178,0.0,W47,2024
Product 1179,0.0,W47,2024
Product 1180,0.0,W47,2024
Product 1181,0.0,W47,2024
Product 1182,0.0,W47,2024
Product 1183,0.0,W47,2024
Product 1184,0.0,W47,2024
Product 1185,0.0,W47,2024
Product 1186,0.0,W47,2024
Product 1187,0.0,W47,2024
Product 1188,-940.3199999999999,W47,2024
Product 1189,0.0,W47,2024
Product 1190,-137.5200000000002,W47,2024
Product 1191,0.0,W47,2024
Product 1192,1.44,W47,2024
Product 1193,0.0,W47,2024
Product 1194,0.0,W47,2024
Product 1195,0.0,W47,2024
Product 1196,0.0,W47,2024
Product 1197,0.0,W47,2024
Product 1198,2296.8,W47,2024
Product 1199,1816.92,W47,2024
Product 1200,1110.24,W47,2024
Product 1201,1505.7,W47,2024
Product 1202,102.78,W47,2024
Product 1203,70.38,W47,2024
Product 1204,742.68,W47,2024
Product 1205,478.98,W47,2024
Product 1206,-335.88,W47,2024
Product 1207,2421.0,W47,2024
Product 1208,-127.44,W47,2024
Product 1209,278.98,W47,2024
Product 1210,576.9,W47,2024
Product 1211,199.08,W47,2024
Product 1212,940.14,W47,2024
Product 1213,1923.12,W47,2024
Product 1214,435.6,W47,2024
Product 1215,686.88,W47,2024
Product 1216,181.26,W47,2024
Product 1217,389.7,W47,2024
Product 1218,10.08,W47,2024
Product 1219,1038.78,W47,2024
Product 1220,689.58,W47,2024
Product 1221,3.06,W47,2024
Product 1222,2084.4,W47,2024
Product 1223,2331.0,W47,2024
Product 1224,1679.76,W47,2024
Product 1225,3930.12,W47,2024
Product 1226,-165.96,W47,2024
Product 1227,69.48,W47,2024
Product 1228,870.84,W47,2024
Product 1229,-709.92,W47,2024
Product 1230,-84.96,W47,2024
Product 1231,111.6,W47,2024
Product 1232,-360.0,W47,2024
Product 1233,-257.76,W47,2024
Product 1234,507.24,W47,2024
Product 1235,813.96,W47,2024
Product 1236,207.72,W47,2024
Product 1237,447.84,W47,2024
Product 1238,955.44,W47,2024
Product 1239,-17.28,W47,2024
Product 1240,27.72,W47,2024
Product 1241,432.0,W47,2024
Product 1242,118.8,W47,2024
Product 1243,43.2,W47,2024
Product 1244,296.28,W47,2024
Product 1245,51.48,W47,2024
Product 1246,492.12,W47,2024
Product 1247,0.0,W47,2024
Product 1248,0.0,W47,2024
Product 1249,0.0,W47,2024
Product 1250,-703.36,W47,2024
Product 1251,1740.08,W47,2024
Product 1252,0.0,W47,2024
Product 1253,1113.16,W47,2024
Product 1254,1641.24,W47,2024
Product 1255,692.96,W47,2024
Product 1256,116.505,W47,2024
Product 1257,117.0,W47,2024
Product 1258,132.57,W47,2024
Product 1259,120.353,W47,2024
Product 1260,22.32,W47,2024
Product 1261,22.59,W47,2024
Product 1262,23.265,W47,2024
Product 1263,30.78,W47,2024
Product 1264,-14.0,W47,2024
Product 1265,-11.11,W47,2024
Product 1266,0.0,W47,2024
Product 1267,-1.3,W47,2024
Product 1268,-1.46,W47,2024
Product 1269,4.24,W47,2024
Product 1270,-6.517999999999999,W47,2024
Product 1271,2.54,W47,2024
Product 1272,0.95,W47,2024
Product 1273,1.59,W47,2024
Product 1274,0.0,W47,2024
Product 1275,3.71,W47,2024
Product 1276,0.98,W47,2024
Product 1277,0.0,W47,2024
Product 1278,-0.15,W47,2024
Product 1279,2.37,W47,2024
Product 1280,414.36,W47,2024
Product 1281,1593.36,W47,2024
Product 1282,1871.64,W47,2024
Product 1283,770.04,W47,2024
Product 1284,974.88,W47,2024
Product 1285,347.76,W47,2024
Product 1286,5011.2,W47,2024
Product 1287,365.4,W47,2024
Product 1288,3407.76,W47,2024
Product 1289,1320.84,W47,2024
Product 1290,696.6,W47,2024
Product 1291,171.0,W47,2024
Product 1292,52.2,W47,2024
Product 1293,0.0,W47,2024
Product 1294,0.72,W47,2024
Product 1295,0.0,W47,2024
Product 1296,0.0,W47,2024
Product 1297,0.0,W47,2024
Product 1298,0.0,W47,2024
Product 1299,0.0,W47,2024
Product 1300,-54.36,W47,2024
Product 1301,1553.4,W47,2024
Product 1302,560.16,W47,2024
Product 1303,1664.64,W47,2024
Product 1304,-418.32,W47,2024
Product 1305,249.12,W47,2024
Product 1306,366.48,W47,2024
Product 1307,78.84,W47,2024
Product 1308,1295.64,W47,2024
Product 1309,1320.48,W47,2024
Product 1310,2942.64,W47,2024
Product 1311,1818.36,W47,2024
Product 1312,1449.0,W47,2024
Product 1313,1732.32,W47,2024
Product 1314,2396.16,W47,2024
Product 1315,-92.52,W47,2024
Product 1316,907.2,W47,2024
Product 1317,2076.48,W47,2024
Product 1318,950.4,W47,2024
Product 1319,795.24,W47,2024
Product 1320,798.12,W47,2024
Product 1321,4465.8,W47,2024
Product 1322,2967.84,W47,2024
Product 1323,530.28,W47,2024
Product 1324,2541.6,W47,2024
Product 1325,344.88,W47,2024
Product 1326,1289.88,W47,2024
Product 1327,3047.76,W47,2024
Product 1328,1424.52,W47,2024
Product 1329,2449.44,W47,2024
Product 1330,0.36,W47,2024
Product 1331,46.8,W47,2024
Product 1332,29.16,W47,2024
Product 1333,-56.16,W47,2024
Product 1334,390.6,W47,2024
Product 1335,485.28,W47,2024
Product 1336,130.32,W47,2024
Product 1337,0.0,W47,2024
Product 1338,0.0,W47,2024
Product 1339,0.0,W47,2024
Product 1340,0.0,W47,2024
Product 1341,0.0,W47,2024
Product 1342,282.96,W47,2024
Product 1343,496.08,W47,2024
Product 1344,-168.84,W47,2024
Product 1345,972.72,W47,2024
Product 1346,252.72,W47,2024
Product 1347,-1227.24,W47,2024
Product 1348,3163.68,W47,2024
Product 1349,-402.84,W47,2024
Product 1350,5518.8,W47,2024
Product 1351,264.96,W47,2024
Product 1352,974.16,W47,2024
Product 1353,0.0,W47,2024
Product 1354,0.0,W47,2024
Product 1355,1716.12,W47,2024
Product 1356,216.0,W47,2024
Product 1357,37.08,W47,2024
Product 1358,1107.36,W47,2024
Product 1359,1182.6,W47,2024
Product 1360,0.0,W47,2024
Product 1361,0.0,W47,2024
Product 1362,0.0,W47,2024
Product 1363,0.0,W47,2024
Product 1364,0.0,W47,2024
Product 1365,70.92,W47,2024
Product 1366,89.28,W47,2024
Product 1367,593.64,W47,2024
Product 1368,273.6,W47,2024
Product 1369,0.0,W47,2024
Product 1370,0.0,W47,2024
Product 1371,0.0,W47,2024
Product 1372,0.0,W47,2024
Product 1373,0.0,W47,2024
Product 1374,0.0,W47,2024
Product 1375,0.0,W47,2024
Product 1376,0.0,W47,2024
Product 1377,0.0,W47,2024
Product 1378,0.0,W47,2024
Product 1379,0.36,W47,2024
Product 1380,0.0,W47,2024
Product 1381,0.0,W47,2024
Product 1382,0.36,W47,2024
Product 1383,3334.68,W47,2024
Product 1384,4171.32,W47,2024
Product 1385,204.48,W47,2024
Product 1386,703.44,W47,2024
Product 1387,0.0,W47,2024
Product 1388,0.0,W47,2024
Product 1389,0.0,W47,2024
Product 1390,0.0,W47,2024
Product 1391,0.0,W47,2024
Product 1392,4097.52,W47,2024
Product 1393,4930.56,W47,2024
Product 1394,4075.2,W47,2024
Product 1395,1283.4,W47,2024
Product 1396,1519.74,W47,2024
Product 1397,2052.18,W47,2024
Product 1398,1676.7,W47,2024
Product 1399,640.8,W47,2024
Product 1400,858.06,W47,2024
Product 1401,0.0,W47,2024
Product 1402,0.0,W47,2024
Product 1403,0.0,W47,2024
Product 1404,0.0,W47,2024
Product 1405,0.0,W47,2024
Product 1406,0.0,W47,2024
Product 1407,0.0,W47,2024
Product 1408,0.0,W47,2024
Product 1409,0.0,W47,2024
Product 1410,0.0,W47,2024
Product 1411,12631.68,W47,2024
Product 1412,4264.92,W47,2024
Product 1413,7978.32,W47,2024
Product 1414,9325.98,W47,2024
Product 1415,14041.98,W47,2024
Product 1416,30.78,W47,2024
Product 1417,114.48,W47,2024
Product 1418,3069.72,W47,2024
Product 1419,7881.84,W47,2024
Product 1420,3095.28,W47,2024
Product 1421,970.56,W47,2024
Product 1422,849.06,W47,2024
Product 1423,807.3,W47,2024
Product 1424,913.68,W47,2024
Product 1425,942.3,W47,2024
Product 1426,207.54,W47,2024
Product 1427,493.92,W47,2024
Product 1428,565.38,W47,2024
Product 1429,666.18,W47,2024
Product 1430,3462.12,W47,2024
Product 1431,-1598.4,W47,2024
Product 1432,3162.24,W47,2024
Product 1433,2034.36,W47,2024
Product 1434,0.0,W47,2024
Product 1435,0.0,W47,2024
Product 1436,0.0,W47,2024
Product 1437,0.0,W47,2024
Product 1438,224.364,W47,2024
Product 1439,120.182,W47,2024
Product 1440,-75.364,W47,2024
Product 1441,277.818,W47,2024
Product 1442,-70.0,W47,2024
Product 1443,502.727,W47,2024
Product 1444,875.0,W47,2024
Product 1445,26.818,W47,2024
Product 1446,1030.818,W47,2024
Product 1447,0.0,W47,2024
Product 1448,0.0,W47,2024
Product 1449,0.0,W47,2024
Product 1450,0.0,W47,2024
Product 1451,1866.727,W47,2024
Product 1452,84.455,W47,2024
Product 1453,390.0,W47,2024
Product 1454,125.455,W47,2024
Product 1455,78.0,W47,2024
Product 1456,21.636,W47,2024
Product 1457,215.818,W47,2024
Product 1458,0.0,W47,2024
Product 1459,-292.0,W47,2024
Product 1460,673.818,W47,2024
Product 1461,572.091,W47,2024
Product 1462,0.0,W47,2024
Product 1463,135.364,W47,2024
Product 1464,0.0,W47,2024
Product 1465,0.0,W47,2024
Product 1466,282.091,W47,2024
Product 1467,349.636,W47,2024
Product 1468,0.0,W47,2024
Product 1469,-119.0,W47,2024
Product 1470,0.0,W47,2024
Product 1471,0.0,W47,2024
Product 1472,107.909,W47,2024
Product 1473,406.909,W47,2024
Product 1474,978.818,W47,2024
Product 1475,563.818,W47,2024
Product 1476,578.818,W47,2024
Product 1477,336.273,W47,2024
Product 1478,491.273,W47,2024
Product 1479,423.545,W47,2024
Product 1480,319.273,W47,2024
Product 1481,0.0,W47,2024
Product 1482,0.0,W47,2024
Product 1483,0.0,W47,2024
Product 1484,0.0,W47,2024
Product 1485,0.0,W47,2024
Product 1486,0.0,W47,2024
Product 1487,0.0,W47,2024
Product 1488,0.0,W47,2024
Product 1489,0.0,W47,2024
Product 1490,0.0,W47,2024
Product 1491,0.0,W47,2024
Product 1492,0.0,W47,2024
Product 1493,0.0,W47,2024
Product 1494,0.0,W47,2024
Product 1495,0.0,W47,2024
Product 1496,0.0,W47,2024
Product 1497,483.818,W47,2024
Product 1498,0.0,W47,2024
Product 1499,283.455,W47,2024
Product 1500,-964.8,W47,2024
Product 1501,0.0,W47,2024
Product 1502,-424.8,W47,2024
Product 1503,4037.4,W47,2024
Product 1504,0.0,W47,2024
Product 1505,1098.0,W47,2024
Product 1506,252.72,W47,2024
Product 1507,972.72,W47,2024
Product 1508,1181.52,W47,2024
Product 1509,0.0,W47,2024
Product 1510,475.2,W47,2024
Product 1511,481.68,W47,2024
Product 1512,1193.76,W47,2024
Product 1513,914.4,W47,2024
Product 1514,915.84,W47,2024
Product 1515,-168.48,W47,2024
Product 1516,1583.28,W47,2024
Product 1517,156.96,W47,2024
Product 1518,0.0,W47,2024
Product 1519,0.0,W47,2024
Product 1520,0.0,W47,2024
Product 1521,0.0,W47,2024
Product 1522,0.0,W47,2024
Product 1523,0.0,W47,2024
Product 1524,1247.76,W47,2024
Product 1525,17.28,W47,2024
Product 1526,0.0,W47,2024
Product 1527,554.4,W47,2024
Product 1528,1088.64,W47,2024
Product 1529,77.04,W47,2024
Product 1530,0.0,W47,2024
Product 1531,207.36,W47,2024
Product 1532,231.12,W47,2024
Product 1533,0.0,W47,2024
Product 1534,0.0,W47,2024
Product 1535,0.0,W47,2024
Product 1536,0.0,W47,2024
Product 1537,0.0,W47,2024
Product 1538,185.76,W47,2024
Product 1539,856.08,W47,2024
Product 1540,-120.96,W47,2024
Product 1541,-20.16,W47,2024
Product 1542,1024.56,W47,2024
Product 1543,1384.56,W47,2024
Product 1544,0.0,W47,2024
Product 1545,39.125,W47,2024
Product 1546,0.0,W47,2024
Product 1547,4.675,W47,2024
Product 1548,0.0,W47,2024
Product 1549,839.3680000000004,W47,2024
Product 1550,0.0,W47,2024
Product 1551,167.267,W47,2024
Product 1552,2865.78,W47,2024
Product 1553,342.226,W47,2024
Product 1554,4435.965,W47,2024
Product 1555,0.0,W47,2024
Product 1556,1352.295,W47,2024
Product 1557,-231.053,W47,2024
Product 1558,801.09,W47,2024
Product 1559,555.863,W47,2024
Product 1560,1866.24,W47,2024
Product 1561,2000.093,W47,2024
Product 1562,2284.403,W47,2024
Product 1563,6447.398,W47,2024
Product 1564,8380.26,W47,2024
Product 1565,4490.843,W47,2024
Product 1566,5376.983,W47,2024
Product 1567,1580.31,W47,2024
Product 1568,2281.77,W47,2024
Product 1569,919.35,W47,2024
Product 1570,0.0,W47,2024
Product 1571,0.0,W47,2024
